clean_review,sentiment
my food is heir,Neutral
very bad item plz my payment refund,Negative
your biryani was totally rubies ,Neutral
is best,Positive
disappointed worst biryani where is chikken pis ,Negative
zomato should ban such restaurant's who are selling their  waste  food using this platform. ,Negative
fantastic,Positive
bekar hai don't oder ,Neutral
very bad... ,Neutral
good delivered ,Positive
raaita not given but got 2 rotis from them that's was fine,Positive
biriyani me se baas aa rahi thi,Neutral
"tasteless food, and chicken not in good condition... very unhappy with this restaurent... ",Negative
it doesn't look like biryani. sirf chawal de diya hem ,Negative
ok,Positive
six wings ordered but got only five and also cold dry in taste.  very bad  experience today. ,Negative
i like ,Positive
thanks you,Positive
please improve taste and quality both.,Positive
poor taste,Negative
not good taste delivery so lat ,Negative
i had ordered butter chicken  it was really great taste and quality  ,Positive
no,Negative
should change paratha quality it's like papad very crunchy  really not setisfy  only 3 spone sabji served which only test good other rice and all are bakawas ,Positive
paratha missing,Negative
nice food nice quality  good presentation of the food we like it fish tikka was nice taste ,Positive
all good very testy and clear,Positive
gravy in chicken seekh kebab??????? ,Neutral
this time service is amazing.i am satisfied.,Positive
found kankad need refund,Neutral
tasty,Neutral
poor quality,Negative
ok food - cannot be termed as “premium”,Positive
pathetic food ,Negative
completely worst.i wrote that less spicy but not do as i say. worst quality. as a cost wise it's not worth,Negative
food was very good in test was very nice ,Positive
exllcent test,Neutral
i’m first time eat sweet biriyani bad quality,Negative
"the food was already mixed in with each other, and cold",Neutral
the paneer should still be made into small pieces ,Neutral
not chilled my money gonna waste,Negative
vgud,Neutral
the toast had no cheese . so i paid 110 for veges ?,Negative
bread butter jam price is much higher!,Neutral
as already given instructions that plz note order is without cheez then y u sending with cheez sandwich…give refund,Positive
how can i eat 4 items in just one packet of chatni?,Neutral
sandvich can not into pieces..,Neutral
good,Positive
quantity of chatney very less,Neutral
ok,Positive
"no catchup. tomato sauce , green churni missing",Negative
very salty,Neutral
requested for onions in sandwiches but same was ignored ,Negative
it's not chessy ... ,Neutral
size of sandwich is very small according to its price,Neutral
a small piece of sandwich compared to price,Neutral
didn’t like cocktail sandwich. rates are too high.,Positive
good,Positive
too much salty package not perfect,Negative
"they just give open sandwich in parcel. no package and in raining , it gets wet inside. very poor .",Negative
hopeless delivery.sandwiches sent without packing. no ketchup or chutney supplied with sandwich,Negative
no chatni and ketchup packets are there in parcel,Negative
"open food deliver in covid time very bad,,,,,ayesha khana kon khaye ",Neutral
i think 200grm only,Neutral
"the taste was not good at all, it felt as if i am eating mud. the pot was broken in which the biryani was packed.",Negative
very bed food. why like this food available on zomato.very bed food. why like this food available on zomato.,Positive
good ,Positive
food is cold,Neutral
please be a little careful for food packing ,Positive
no sent spoon and tcu  papper  vary  bad service ,Negative
keep improving and people will love it !,Positive
worst money ower ek dam bekar aadami he koy khane mat jana aur mangana bhi nahi smc mene complaint kr di he. iski,Negative
uncooked rice...no egg,Neutral
less quantity ,Neutral
"very bad experience with biryani palace, quantity very less and not tasty, ",Negative
to be honest with the review ; good quantity for 2 person . taste wise is ok but needs bit of improvement. i love it because they try to prepare with all the efforts required. i really appreciate that. my daughter loves to have it for dinner .,Positive
i never order again in this restaurant,Neutral
"quality not good, it's raw food not cooked even chicken is not clear blood is therei need refund ",Negative
nice meet you ,Positive
packing was worst,Negative
good,Positive
very bad tests,Negative
on add on egg will provide and only one chicken pieces in hole chicken biryani 1 chicken piece for 159rs with order nice service by restaurant and zomato after this happens no full refund will provide to you enjoy 1 pieces,Positive
good timing for delivery,Positive
"chicken is not cooked in matka. no chicken pieces. no salt while preparing, it seems as if i am eating raw chicken. the chicken is cooked in a different vessel and then they put in matka. ",Negative
the taste is good but the quantity is not at all satisfying. i ordered a full portion and received half of the quantity than the serve at restaurant. ,Negative
qty should be good,Positive
food awesome ,Positive
everyday i m order the same food but today i feel you guys are using previous days rice,Neutral
worst quality food of surat,Negative
good,Positive
awesome service by man,Positive
khapsa is so sweet and it's doesn't look like khapsa it's look like veg masala polav with sweet gravy ,Positive
taste can be improved,Positive
food is greasy ,Neutral
yes its really worst experience to order...vegetables not fresh not cook well chicken old not fresh i got sickness since last night.,Negative
they have charged 35 rs for 1 tbsp of schezwan sauce ,Negative
"waste of money!! the food was not at all good in taste, not at all worth the price i ordered triple rice. food was very oily very very oily and spice was not at all added as per taste. do not order. waste of money",Negative
good,Positive
mere kash mere executive ko ine logon ne bahut delay kiya hai theek hai order mera ready tha fir bhi unko diya nahin aadha ghanta tak udhar khada rakha hai aur mera order delay hua hai,Negative
bhai aap ko bola thaa k jara bhii egg mat nakh na fir bhii aap ne bhar bhar k egg nakh diya he instructions ka kya mtlb huaa,Neutral
"they used to serve food in good quantity and good taste, they also serve good quantity in dine in but in delivery they provide almost half quantity…very disappointed ",Positive
taste good ,Positive
bagdeli noodal bekar aitamnoodal math gandhato swas,Neutral
too oily,Neutral
can be less oily but tastes good...,Neutral
ok ok,Positive
very bad service by zomato. order delivered after 1 hour and also i have to go out to collect the order. not delivered at my house. worst service. ,Negative
